model,distribution,iteration,state,prob
prior,half_or_deterministic,7931,0.975,0.18176364727054584
prior,half_or_deterministic,7931,0.925,0.14537092581483702
prior,half_or_deterministic,7931,0.875,0.03179364127174565
prior,half_or_deterministic,7931,0.825,0.03179364127174565
prior,half_or_deterministic,7931,0.775,0.02269546090781843
prior,half_or_deterministic,7931,0.725,0.040891821635672856
prior,half_or_deterministic,7931,0.675,0.040891821635672856
prior,half_or_deterministic,7931,0.625,0.03179364127174565
prior,half_or_deterministic,7931,0.575,0.05458908218356329
prior,half_or_deterministic,7931,0.525,0.05458908218356329
prior,half_or_deterministic,7931,0.475,0.19546090781843628
prior,half_or_deterministic,7931,0.425,0.09538092381523694
prior,half_or_deterministic,7931,0.375,0.004599080183963205
prior,half_or_deterministic,7931,0.325,0.009098180363927216
prior,half_or_deterministic,7931,0.275,0.009098180363927216
prior,half_or_deterministic,7931,0.225,0.009098180363927216
prior,half_or_deterministic,7931,0.175,0.004599080183963205
prior,half_or_deterministic,7931,0.125,0.004599080183963205
prior,half_or_deterministic,7931,0.075,0.004599080183963205
prior,half_or_deterministic,7931,0.025,0.02729454109178164
literal,half_or_deterministic,7931,0.025,0.0010342922826641235
literal,half_or_deterministic,7931,0.075,0.00048797379489794467
literal,half_or_deterministic,7931,0.125,0.0008365265055393348
literal,half_or_deterministic,7931,0.175,0.0011850792161807238
literal,half_or_deterministic,7931,0.225,0.0030339240291481005
literal,half_or_deterministic,7931,0.275,0.0037234522175908467
literal,half_or_deterministic,7931,0.325,0.004412980406033598
literal,half_or_deterministic,7931,0.375,0.002579290058746284
literal,half_or_deterministic,7931,0.425,0.060720913086866085
literal,half_or_deterministic,7931,0.475,0.1392468079012352
literal,half_or_deterministic,7931,0.525,0.043026558958827586
literal,half_or_deterministic,7931,0.575,0.047163728089484123
literal,half_or_deterministic,7931,0.625,0.029878544534807178
literal,half_or_deterministic,7931,0.675,0.04152778230306962
literal,half_or_deterministic,7931,0.725,0.04462687053464197
literal,half_or_deterministic,7931,0.775,0.02648849056217764
literal,half_or_deterministic,7931,0.825,0.03951678470732557
literal,half_or_deterministic,7931,0.875,0.04192634475045519
literal,half_or_deterministic,7931,0.925,0.20271825650903239
literal,half_or_deterministic,7931,0.975,0.2658653995512764
pragmatic_unlifted,half_or_deterministic,7931,0.025,0.000035721794840903896
pragmatic_unlifted,half_or_deterministic,7931,0.075,0.00004717674668968073
pragmatic_unlifted,half_or_deterministic,7931,0.125,0.00013855926014494615
pragmatic_unlifted,half_or_deterministic,7931,0.175,0.00027782807153167347
pragmatic_unlifted,half_or_deterministic,7931,0.225,0.0009193414796144162
pragmatic_unlifted,half_or_deterministic,7931,0.275,0.0013825906116321947
pragmatic_unlifted,half_or_deterministic,7931,0.325,0.0019385016012441047
pragmatic_unlifted,half_or_deterministic,7931,0.375,0.0013072315512312155
pragmatic_unlifted,half_or_deterministic,7931,0.425,0.03484751241204885
pragmatic_unlifted,half_or_deterministic,7931,0.475,0.08918032013767394
pragmatic_unlifted,half_or_deterministic,7931,0.525,0.030394628383432765
pragmatic_unlifted,half_or_deterministic,7931,0.575,0.03639831361979988
pragmatic_unlifted,half_or_deterministic,7931,0.625,0.024989787641276615
pragmatic_unlifted,half_or_deterministic,7931,0.675,0.03738619906908494
pragmatic_unlifted,half_or_deterministic,7931,0.725,0.04299200806614596
pragmatic_unlifted,half_or_deterministic,7931,0.775,0.02716714966776047
pragmatic_unlifted,half_or_deterministic,7931,0.825,0.04295432957317642
pragmatic_unlifted,half_or_deterministic,7931,0.875,0.048107512756930544
pragmatic_unlifted,half_or_deterministic,7931,0.925,0.24466067894251323
pragmatic_unlifted,half_or_deterministic,7931,0.975,0.33487460861322754
fixed_0.05,half_or_deterministic,7931,0.075,0.004728132387706854
fixed_0.05,half_or_deterministic,7931,0.125,0.004728132387706854
fixed_0.05,half_or_deterministic,7931,0.175,0.004728132387706854
fixed_0.05,half_or_deterministic,7931,0.225,0.009353479288724433
fixed_0.05,half_or_deterministic,7931,0.275,0.009353479288724433
fixed_0.05,half_or_deterministic,7931,0.325,0.009353479288724433
fixed_0.05,half_or_deterministic,7931,0.375,0.004728132387706854
fixed_0.05,half_or_deterministic,7931,0.425,0.09805735430157261
fixed_0.05,half_or_deterministic,7931,0.475,0.20094562647754136
fixed_0.05,half_or_deterministic,7931,0.525,0.0561208757323466
fixed_0.05,half_or_deterministic,7931,0.575,0.0561208757323466
fixed_0.05,half_or_deterministic,7931,0.625,0.032685784767190876
fixed_0.05,half_or_deterministic,7931,0.675,0.04203926405591531
fixed_0.05,half_or_deterministic,7931,0.725,0.04203926405591531
fixed_0.05,half_or_deterministic,7931,0.775,0.023332305478466438
fixed_0.05,half_or_deterministic,7931,0.825,0.032685784767190876
fixed_0.05,half_or_deterministic,7931,0.875,0.032685784767190876
fixed_0.05,half_or_deterministic,7931,0.925,0.14945009764621234
fixed_0.05,half_or_deterministic,7931,0.975,0.18686401480111
fixed_0.1,half_or_deterministic,7931,0.125,0.004750593824228026
fixed_0.1,half_or_deterministic,7931,0.175,0.004750593824228026
fixed_0.1,half_or_deterministic,7931,0.225,0.00939791386966849
fixed_0.1,half_or_deterministic,7931,0.275,0.00939791386966849
fixed_0.1,half_or_deterministic,7931,0.325,0.00939791386966849
fixed_0.1,half_or_deterministic,7931,0.375,0.004750593824228026
fixed_0.1,half_or_deterministic,7931,0.425,0.09852318496333784
fixed_0.1,half_or_deterministic,7931,0.475,0.20190023752969127
fixed_0.1,half_or_deterministic,7931,0.525,0.05638748321801097
fixed_0.1,half_or_deterministic,7931,0.575,0.05638748321801097
fixed_0.1,half_or_deterministic,7931,0.625,0.03284106165444595
fixed_0.1,half_or_deterministic,7931,0.675,0.04223897552411444
fixed_0.1,half_or_deterministic,7931,0.725,0.04223897552411444
fixed_0.1,half_or_deterministic,7931,0.775,0.02344314778477745
fixed_0.1,half_or_deterministic,7931,0.825,0.03284106165444595
fixed_0.1,half_or_deterministic,7931,0.875,0.03284106165444595
fixed_0.1,half_or_deterministic,7931,0.925,0.15016007435712075
fixed_0.1,half_or_deterministic,7931,0.975,0.18775172983579472
fixed_0.3,half_or_deterministic,7931,0.325,0.00967159102986502
fixed_0.3,half_or_deterministic,7931,0.375,0.004888936124986715
fixed_0.3,half_or_deterministic,7931,0.425,0.10139228398342012
fixed_0.3,half_or_deterministic,7931,0.475,0.20777978531193536
fixed_0.3,half_or_deterministic,7931,0.525,0.05802954617919014
fixed_0.3,half_or_deterministic,7931,0.575,0.05802954617919014
fixed_0.3,half_or_deterministic,7931,0.625,0.03379742799447338
fixed_0.3,half_or_deterministic,7931,0.675,0.0434690190243384
fixed_0.3,half_or_deterministic,7931,0.725,0.0434690190243384
fixed_0.3,half_or_deterministic,7931,0.775,0.02412583696460835
fixed_0.3,half_or_deterministic,7931,0.825,0.03379742799447338
fixed_0.3,half_or_deterministic,7931,0.875,0.03379742799447338
fixed_0.3,half_or_deterministic,7931,0.925,0.15453289403762355
fixed_0.3,half_or_deterministic,7931,0.975,0.19321925815708366
prior,rare_deterministic,7931,0.975,0.20451819272291086
prior,rare_deterministic,7931,0.925,0.08636545381847262
prior,rare_deterministic,7931,0.875,0.12265093962415032
prior,rare_deterministic,7931,0.825,0.004598160735705716
prior,rare_deterministic,7931,0.775,0.009096361455417834
prior,rare_deterministic,7931,0.725,0.018192722910835655
prior,rare_deterministic,7931,0.675,0.009096361455417834
prior,rare_deterministic,7931,0.625,0.0317872850859656
prior,rare_deterministic,7931,0.575,0.004598160735705716
prior,rare_deterministic,7931,0.525,0.03638544582167133
prior,rare_deterministic,7931,0.475,0.07726909236305478
prior,rare_deterministic,7931,0.425,0.022690923630547775
prior,rare_deterministic,7931,0.375,0.013594562175129946
prior,rare_deterministic,7931,0.325,0.009096361455417834
prior,rare_deterministic,7931,0.275,0.009096361455417834
prior,rare_deterministic,7931,0.225,0.004598160735705716
prior,rare_deterministic,7931,0.175,0.018192722910835655
prior,rare_deterministic,7931,0.125,0.004598160735705716
prior,rare_deterministic,7931,0.075,0.059076369452219106
prior,rare_deterministic,7931,0.025,0.25449820071971213
literal,rare_deterministic,7931,0.025,0.012092759923092698
literal,rare_deterministic,7931,0.075,0.007859818979078474
literal,rare_deterministic,7931,0.125,0.0010487358173679755
literal,rare_deterministic,7931,0.175,0.005878240251696588
literal,rare_deterministic,7931,0.225,0.0019226823318412895
literal,rare_deterministic,7931,0.275,0.004668014317523765
literal,rare_deterministic,7931,0.325,0.005532461413361501
literal,rare_deterministic,7931,0.375,0.009560214914847206
literal,rare_deterministic,7931,0.425,0.01811349145432297
literal,rare_deterministic,7931,0.475,0.06902467568984774
literal,rare_deterministic,7931,0.525,0.03596099918684977
literal,rare_deterministic,7931,0.575,0.00498149513249789
literal,rare_deterministic,7931,0.625,0.03745810756381709
literal,rare_deterministic,7931,0.675,0.011583591084225655
literal,rare_deterministic,7931,0.725,0.024896076360126744
literal,rare_deterministic,7931,0.775,0.013312485275901122
literal,rare_deterministic,7931,0.825,0.007166361418681176
literal,rare_deterministic,7931,0.875,0.20281068798589513
literal,rare_deterministic,7931,0.925,0.15101795770098866
literal,rare_deterministic,7931,0.975,0.3751111431980366
pragmatic_unlifted,rare_deterministic,7931,0.025,0.0004003716271534072
pragmatic_unlifted,rare_deterministic,7931,0.075,0.0007283250205825202
pragmatic_unlifted,rare_deterministic,7931,0.125,0.00016643901667634484
pragmatic_unlifted,rare_deterministic,7931,0.175,0.001319726078131731
pragmatic_unlifted,rare_deterministic,7931,0.225,0.0005575515486304373
pragmatic_unlifted,rare_deterministic,7931,0.275,0.001657321466404985
pragmatic_unlifted,rare_deterministic,7931,0.325,0.0023212688635395303
pragmatic_unlifted,rare_deterministic,7931,0.375,0.004622370943495705
pragmatic_unlifted,rare_deterministic,7931,0.425,0.00990328780563181
pragmatic_unlifted,rare_deterministic,7931,0.475,0.042049347540385404
pragmatic_unlifted,rare_deterministic,7931,0.525,0.02412239487153106
pragmatic_unlifted,rare_deterministic,7931,0.575,0.0036437645313829184
pragmatic_unlifted,rare_deterministic,7931,0.625,0.029633907335102624
pragmatic_unlifted,rare_deterministic,7931,0.675,0.009842687341842026
pragmatic_unlifted,rare_deterministic,7931,0.725,0.022584762916943335
pragmatic_unlifted,rare_deterministic,7931,0.775,0.012825503523702944
pragmatic_unlifted,rare_deterministic,7931,0.825,0.00729843025014242
pragmatic_unlifted,rare_deterministic,7931,0.875,0.2174419694275216
pragmatic_unlifted,rare_deterministic,7931,0.925,0.16982216945597586
pragmatic_unlifted,rare_deterministic,7931,0.975,0.43905840043522354
fixed_0.05,rare_deterministic,7931,0.075,0.07924376508447305
fixed_0.05,rare_deterministic,7931,0.125,0.006167873424510594
fixed_0.05,rare_deterministic,7931,0.175,0.024403325288281028
fixed_0.05,rare_deterministic,7931,0.225,0.006167873424510594
fixed_0.05,rare_deterministic,7931,0.275,0.01220166264414053
fixed_0.05,rare_deterministic,7931,0.325,0.01220166264414053
fixed_0.05,rare_deterministic,7931,0.375,0.018235451863770458
fixed_0.05,rare_deterministic,7931,0.425,0.030437114507910965
fixed_0.05,rare_deterministic,7931,0.475,0.1036470903727541
fixed_0.05,rare_deterministic,7931,0.525,0.04880665057656208
fixed_0.05,rare_deterministic,7931,0.575,0.006167873424510594
fixed_0.05,rare_deterministic,7931,0.625,0.04263877715205148
fixed_0.05,rare_deterministic,7931,0.675,0.01220166264414053
fixed_0.05,rare_deterministic,7931,0.725,0.024403325288281028
fixed_0.05,rare_deterministic,7931,0.775,0.01220166264414053
fixed_0.05,rare_deterministic,7931,0.825,0.006167873424510594
fixed_0.05,rare_deterministic,7931,0.875,0.16452131938857606
fixed_0.05,rare_deterministic,7931,0.925,0.11584875301689462
fixed_0.05,rare_deterministic,7931,0.975,0.2743362831858408
fixed_0.1,rare_deterministic,7931,0.125,0.006698703946410365
fixed_0.1,rare_deterministic,7931,0.175,0.02650356778797145
fixed_0.1,rare_deterministic,7931,0.225,0.006698703946410365
fixed_0.1,rare_deterministic,7931,0.275,0.013251783893985729
fixed_0.1,rare_deterministic,7931,0.325,0.013251783893985729
fixed_0.1,rare_deterministic,7931,0.375,0.019804863841561094
fixed_0.1,rare_deterministic,7931,0.425,0.033056647735546826
fixed_0.1,rare_deterministic,7931,0.475,0.11256735109946123
fixed_0.1,rare_deterministic,7931,0.525,0.05300713557594293
fixed_0.1,rare_deterministic,7931,0.575,0.006698703946410365
fixed_0.1,rare_deterministic,7931,0.625,0.04630843162953255
fixed_0.1,rare_deterministic,7931,0.675,0.013251783893985729
fixed_0.1,rare_deterministic,7931,0.725,0.02650356778797145
fixed_0.1,rare_deterministic,7931,0.775,0.013251783893985729
fixed_0.1,rare_deterministic,7931,0.825,0.006698703946410365
fixed_0.1,rare_deterministic,7931,0.875,0.17868064657055482
fixed_0.1,rare_deterministic,7931,0.925,0.12581913499344696
fixed_0.1,rare_deterministic,7931,0.975,0.29794670161642645
fixed_0.3,rare_deterministic,7931,0.325,0.0139956936327284
fixed_0.3,rare_deterministic,7931,0.375,0.020916641033528145
fixed_0.3,rare_deterministic,7931,0.425,0.03491233466625653
fixed_0.3,rare_deterministic,7931,0.475,0.11888649646262688
fixed_0.3,rare_deterministic,7931,0.525,0.05598277453091356
fixed_0.3,rare_deterministic,7931,0.575,0.0070747462319286376
fixed_0.3,rare_deterministic,7931,0.625,0.04890802829898491
fixed_0.3,rare_deterministic,7931,0.675,0.0139956936327284
fixed_0.3,rare_deterministic,7931,0.725,0.027991387265456764
fixed_0.3,rare_deterministic,7931,0.775,0.0139956936327284
fixed_0.3,rare_deterministic,7931,0.825,0.0070747462319286376
fixed_0.3,rare_deterministic,7931,0.875,0.1887111657951399
fixed_0.3,rare_deterministic,7931,0.925,0.1328821900953553
fixed_0.3,rare_deterministic,7931,0.975,0.3146724084896955
prior,rare_half,7931,0.975,0.004599080183963205
prior,rare_half,7931,0.925,0.004599080183963205
prior,rare_half,7931,0.875,0.009098180363927216
prior,rare_half,7931,0.825,0.004599080183963205
prior,rare_half,7931,0.775,0.004599080183963205
prior,rare_half,7931,0.725,0.009098180363927216
prior,rare_half,7931,0.675,0.02269546090781844
prior,rare_half,7931,0.625,0.01819636072785443
prior,rare_half,7931,0.575,0.013597280543891218
prior,rare_half,7931,0.525,0.06818636272745451
prior,rare_half,7931,0.475,0.14997000599880023
prior,rare_half,7931,0.425,0.08638272345530897
prior,rare_half,7931,0.375,0.031793641271745665
prior,rare_half,7931,0.325,0.03639272145570886
prior,rare_half,7931,0.275,0.04539092181563688
prior,rare_half,7931,0.225,0.02269546090781844
prior,rare_half,7931,0.175,0.04089182163567288
prior,rare_half,7931,0.125,0.06818636272745451
prior,rare_half,7931,0.075,0.09088182363527297
prior,rare_half,7931,0.025,0.2681463707258549
literal,rare_half,7931,0.025,0.024309155904895182
literal,rare_half,7931,0.075,0.023069225805048187
literal,rare_half,7931,0.125,0.029671309757742306
literal,rare_half,7931,0.175,0.02520828650361464
literal,rare_half,7931,0.225,0.01810587987905244
literal,rare_half,7931,0.275,0.04444170515767416
literal,rare_half,7931,0.325,0.0422301339269529
literal,rare_half,7931,0.375,0.0426579460666662
literal,rare_half,7931,0.425,0.13156310954166095
literal,rare_half,7931,0.475,0.255599625845654
literal,rare_half,7931,0.525,0.12857567561688346
literal,rare_half,7931,0.575,0.02810508226319874
literal,rare_half,7931,0.625,0.040910442241735644
literal,rare_half,7931,0.675,0.05514063417711427
literal,rare_half,7931,0.725,0.023754450333910992
literal,rare_half,7931,0.775,0.012841615244614272
literal,rare_half,7931,0.825,0.013675486364394432
literal,rare_half,7931,0.875,0.028703294153475806
literal,rare_half,7931,0.925,0.01534322860395474
literal,rare_half,7931,0.975,0.016093712611756857
pragmatic_unlifted,rare_half,7931,0.025,0.001446549971986762
pragmatic_unlifted,rare_half,7931,0.075,0.0038378517762363913
pragmatic_unlifted,rare_half,7931,0.125,0.00843330539359259
pragmatic_unlifted,rare_half,7931,0.175,0.010097804765684434
pragmatic_unlifted,rare_half,7931,0.225,0.009321287284981484
pragmatic_unlifted,rare_half,7931,0.275,0.027838546007812503
pragmatic_unlifted,rare_half,7931,0.325,0.031031429751036458
pragmatic_unlifted,rare_half,7931,0.375,0.03581536790526287
pragmatic_unlifted,rare_half,7931,0.425,0.12371315290076537
pragmatic_unlifted,rare_half,7931,0.475,0.2649775973415781
pragmatic_unlifted,rare_half,7931,0.525,0.1450826503400174
pragmatic_unlifted,rare_half,7931,0.575,0.0341531054605506
pragmatic_unlifted,rare_half,7931,0.625,0.05305923603256659
pragmatic_unlifted,rare_half,7931,0.675,0.07574033648096877
pragmatic_unlifted,rare_half,7931,0.725,0.03432562731898048
pragmatic_unlifted,rare_half,7931,0.775,0.0194070949409552
pragmatic_unlifted,rare_half,7931,0.825,0.02150297837583518
pragmatic_unlifted,rare_half,7931,0.875,0.0467413133551755
pragmatic_unlifted,rare_half,7931,0.925,0.025769812604963648
pragmatic_unlifted,rare_half,7931,0.975,0.02770495199104925
fixed_0.05,rare_half,7931,0.075,0.12418032786885247
fixed_0.05,rare_half,7931,0.125,0.09316939890710382
fixed_0.05,rare_half,7931,0.175,0.055874316939890714
fixed_0.05,rare_half,7931,0.225,0.03101092896174863
fixed_0.05,rare_half,7931,0.275,0.062021857923497264
fixed_0.05,rare_half,7931,0.325,0.04972677595628415
fixed_0.05,rare_half,7931,0.375,0.04344262295081968
fixed_0.05,rare_half,7931,0.425,0.11803278688524592
fixed_0.05,rare_half,7931,0.475,0.20491803278688517
fixed_0.05,rare_half,7931,0.525,0.09316939890710382
fixed_0.05,rare_half,7931,0.575,0.018579234972677588
fixed_0.05,rare_half,7931,0.625,0.024863387978142075
fixed_0.05,rare_half,7931,0.675,0.03101092896174863
fixed_0.05,rare_half,7931,0.725,0.012431693989071036
fixed_0.05,rare_half,7931,0.775,0.006284153005464477
fixed_0.05,rare_half,7931,0.825,0.006284153005464477
fixed_0.05,rare_half,7931,0.875,0.012431693989071036
fixed_0.05,rare_half,7931,0.925,0.006284153005464477
fixed_0.05,rare_half,7931,0.975,0.006284153005464477
fixed_0.1,rare_half,7931,0.125,0.10637965995944468
fixed_0.1,rare_half,7931,0.175,0.06379659959444704
fixed_0.1,rare_half,7931,0.225,0.0354078926844486
fixed_0.1,rare_half,7931,0.275,0.0708157853688972
fixed_0.1,rare_half,7931,0.325,0.056777413819996875
fixed_0.1,rare_half,7931,0.375,0.04960224613944783
fixed_0.1,rare_half,7931,0.425,0.13476836686944316
fixed_0.1,rare_half,7931,0.475,0.23397285914833868
fixed_0.1,rare_half,7931,0.525,0.10637965995944468
fixed_0.1,rare_half,7931,0.575,0.021213539229449373
fixed_0.1,rare_half,7931,0.625,0.028388706909998434
fixed_0.1,rare_half,7931,0.675,0.0354078926844486
fixed_0.1,rare_half,7931,0.725,0.01419435345499921
fixed_0.1,rare_half,7931,0.775,0.007175167680549047
fixed_0.1,rare_half,7931,0.825,0.007175167680549047
fixed_0.1,rare_half,7931,0.875,0.01419435345499921
fixed_0.1,rare_half,7931,0.925,0.007175167680549047
fixed_0.1,rare_half,7931,0.975,0.007175167680549047
fixed_0.3,rare_half,7931,0.325,0.0784651864625997
fixed_0.3,rare_half,7931,0.375,0.06854925630523823
fixed_0.3,rare_half,7931,0.425,0.1862470359991378
fixed_0.3,rare_half,7931,0.475,0.32334554860961406
fixed_0.3,rare_half,7931,0.525,0.1470144427678379
fixed_0.3,rare_half,7931,0.575,0.02931666307393834
fixed_0.3,rare_half,7931,0.625,0.03923259323129985
fixed_0.3,rare_half,7931,0.675,0.04893295968958827
fixed_0.3,rare_half,7931,0.725,0.019616296615649925
fixed_0.3,rare_half,7931,0.775,0.009915930157361495
fixed_0.3,rare_half,7931,0.825,0.009915930157361495
fixed_0.3,rare_half,7931,0.875,0.019616296615649925
fixed_0.3,rare_half,7931,0.925,0.009915930157361495
fixed_0.3,rare_half,7931,0.975,0.009915930157361495
prior,rare_strong,7931,0.975,0.004599080183963209
prior,rare_strong,7931,0.925,0.004599080183963209
prior,rare_strong,7931,0.875,0.01819636072785443
prior,rare_strong,7931,0.825,0.01819636072785443
prior,rare_strong,7931,0.775,0.1772645470905819
prior,rare_strong,7931,0.725,0.1817636472705459
prior,rare_strong,7931,0.675,0.0635872825434913
prior,rare_strong,7931,0.625,0.027294541091781654
prior,rare_strong,7931,0.575,0.02269546090781844
prior,rare_strong,7931,0.525,0.013597280543891218
prior,rare_strong,7931,0.475,0.01819636072785443
prior,rare_strong,7931,0.425,0.004599080183963209
prior,rare_strong,7931,0.375,0.004599080183963209
prior,rare_strong,7931,0.325,0.013597280543891218
prior,rare_strong,7931,0.275,0.02269546090781844
prior,rare_strong,7931,0.225,0.01819636072785443
prior,rare_strong,7931,0.175,0.009098180363927216
prior,rare_strong,7931,0.125,0.02269546090781844
prior,rare_strong,7931,0.075,0.03639272145570886
prior,rare_strong,7931,0.025,0.3181363727254549
literal,rare_strong,7931,0.025,0.018593312484515304
literal,rare_strong,7931,0.075,0.005955469542494654
literal,rare_strong,7931,0.125,0.006366836355477015
literal,rare_strong,7931,0.175,0.003615820793657468
literal,rare_strong,7931,0.225,0.009358594995348751
literal,rare_strong,7931,0.275,0.01432538179982329
literal,rare_strong,7931,0.325,0.010171979375563866
literal,rare_strong,7931,0.375,0.003978104066454437
literal,rare_strong,7931,0.425,0.004515685697056385
literal,rare_strong,7931,0.475,0.01999336203551777
literal,rare_strong,7931,0.525,0.0165294664852913
literal,rare_strong,7931,0.575,0.03024247268851588
literal,rare_strong,7931,0.625,0.039561333389428834
literal,rare_strong,7931,0.675,0.09959751497047978
literal,rare_strong,7931,0.725,0.30594471790988265
literal,rare_strong,7931,0.775,0.31909209474525646
literal,rare_strong,7931,0.825,0.03488203589175442
literal,rare_strong,7931,0.875,0.03700898929978825
literal,rare_strong,7931,0.925,0.009891502003075913
literal,rare_strong,7931,0.975,0.010375325470617659
pragmatic_unlifted,rare_strong,7931,0.025,0.0007306677571829811
pragmatic_unlifted,rare_strong,7931,0.075,0.0006548775181446252
pragmatic_unlifted,rare_strong,7931,0.125,0.001198493681030425
pragmatic_unlifted,rare_strong,7931,0.175,0.0009621644217404211
pragmatic_unlifted,rare_strong,7931,0.225,0.0032134343239578027
pragmatic_unlifted,rare_strong,7931,0.275,0.006014941690962831
pragmatic_unlifted,rare_strong,7931,0.325,0.005039975761762792
pragmatic_unlifted,rare_strong,7931,0.375,0.0022675282145512986
pragmatic_unlifted,rare_strong,7931,0.425,0.0029049902625726464
pragmatic_unlifted,rare_strong,7931,0.475,0.014300543441944553
pragmatic_unlifted,rare_strong,7931,0.525,0.012987763840896827
pragmatic_unlifted,rare_strong,7931,0.575,0.025845221483873568
pragmatic_unlifted,rare_strong,7931,0.625,0.036465822426076336
pragmatic_unlifted,rare_strong,7931,0.675,0.09831248400574732
pragmatic_unlifted,rare_strong,7931,0.725,0.3214083078079284
pragmatic_unlifted,rare_strong,7931,0.775,0.35483544634583053
pragmatic_unlifted,rare_strong,7931,0.825,0.040862513493158586
pragmatic_unlifted,rare_strong,7931,0.875,0.04547619990886871
pragmatic_unlifted,rare_strong,7931,0.925,0.012700590004291221
pragmatic_unlifted,rare_strong,7931,0.975,0.013818033609477833
fixed_0.05,rare_strong,7931,0.075,0.053372434017595324
fixed_0.05,rare_strong,7931,0.125,0.03328445747800589
fixed_0.05,rare_strong,7931,0.175,0.01334310850439883
fixed_0.05,rare_strong,7931,0.225,0.026686217008797662
fixed_0.05,rare_strong,7931,0.275,0.03328445747800589
fixed_0.05,rare_strong,7931,0.325,0.019941348973607036
fixed_0.05,rare_strong,7931,0.375,0.006744868035190619
fixed_0.05,rare_strong,7931,0.425,0.006744868035190619
fixed_0.05,rare_strong,7931,0.475,0.026686217008797662
fixed_0.05,rare_strong,7931,0.525,0.019941348973607036
fixed_0.05,rare_strong,7931,0.575,0.03328445747800589
fixed_0.05,rare_strong,7931,0.625,0.0400293255131965
fixed_0.05,rare_strong,7931,0.675,0.09325513196480945
fixed_0.05,rare_strong,7931,0.725,0.2665689149560118
fixed_0.05,rare_strong,7931,0.775,0.2599706744868036
fixed_0.05,rare_strong,7931,0.825,0.026686217008797662
fixed_0.05,rare_strong,7931,0.875,0.026686217008797662
fixed_0.05,rare_strong,7931,0.925,0.006744868035190619
fixed_0.05,rare_strong,7931,0.975,0.006744868035190619
fixed_0.1,rare_strong,7931,0.125,0.03516109045848823
fixed_0.1,rare_strong,7931,0.175,0.014095415117719952
fixed_0.1,rare_strong,7931,0.225,0.028190830235439904
fixed_0.1,rare_strong,7931,0.275,0.03516109045848823
fixed_0.1,rare_strong,7931,0.325,0.021065675340768274
fixed_0.1,rare_strong,7931,0.375,0.007125154894671627
fixed_0.1,rare_strong,7931,0.425,0.007125154894671627
fixed_0.1,rare_strong,7931,0.475,0.028190830235439904
fixed_0.1,rare_strong,7931,0.525,0.021065675340768274
fixed_0.1,rare_strong,7931,0.575,0.03516109045848823
fixed_0.1,rare_strong,7931,0.625,0.04228624535315987
fixed_0.1,rare_strong,7931,0.675,0.09851301115241637
fixed_0.1,rare_strong,7931,0.725,0.2815985130111524
fixed_0.1,rare_strong,7931,0.775,0.2746282527881041
fixed_0.1,rare_strong,7931,0.825,0.028190830235439904
fixed_0.1,rare_strong,7931,0.875,0.028190830235439904
fixed_0.1,rare_strong,7931,0.925,0.007125154894671627
fixed_0.1,rare_strong,7931,0.975,0.007125154894671627
fixed_0.3,rare_strong,7931,0.325,0.02373887240356083
fixed_0.3,rare_strong,7931,0.375,0.008029324489439701
fixed_0.3,rare_strong,7931,0.425,0.008029324489439701
