model,distribution,iteration,state,prob
prior,half_or_deterministic,5501,0.975,0.24992502249325205
prior,half_or_deterministic,5501,0.925,0.14085774267719683
prior,half_or_deterministic,5501,0.875,0.049985004498650405
prior,half_or_deterministic,5501,0.825,0.036389083275017484
prior,half_or_deterministic,5501,0.775,0.004598620413875837
prior,half_or_deterministic,5501,0.725,0.0135959212236329
prior,half_or_deterministic,5501,0.675,0.05458362491252624
prior,half_or_deterministic,5501,0.625,0.06358092572228331
prior,half_or_deterministic,5501,0.575,0.04538638408477456
prior,half_or_deterministic,5501,0.525,0.036389083275017484
prior,half_or_deterministic,5501,0.475,0.18634409677096875
prior,half_or_deterministic,5501,0.425,0.036389083275017484
prior,half_or_deterministic,5501,0.375,0.00909727081875437
prior,half_or_deterministic,5501,0.325,0.0135959212236329
prior,half_or_deterministic,5501,0.275,0.004598620413875837
prior,half_or_deterministic,5501,0.225,0.0135959212236329
prior,half_or_deterministic,5501,0.175,0.004598620413875837
prior,half_or_deterministic,5501,0.125,0.004598620413875837
prior,half_or_deterministic,5501,0.075,0.004598620413875837
prior,half_or_deterministic,5501,0.025,0.027291812456263116
literal,half_or_deterministic,5501,0.025,0.000981213182042001
literal,half_or_deterministic,5501,0.075,0.0004629313474249437
literal,half_or_deterministic,5501,0.125,0.0007935965955856181
literal,half_or_deterministic,5501,0.175,0.0011242618437462928
literal,half_or_deterministic,5501,0.225,0.004301523576072774
literal,half_or_deterministic,5501,0.275,0.0017855923400676413
literal,half_or_deterministic,5501,0.325,0.006256761565196758
literal,half_or_deterministic,5501,0.375,0.004840651698073871
literal,half_or_deterministic,5501,0.425,0.02197917527774081
literal,half_or_deterministic,5501,0.475,0.12595183069939297
literal,half_or_deterministic,5501,0.525,0.027212312248631527
literal,half_or_deterministic,5501,0.575,0.03720415344305192
literal,half_or_deterministic,5501,0.625,0.056690400284659666
literal,half_or_deterministic,5501,0.675,0.05259302655745131
literal,half_or_deterministic,5501,0.725,0.0140777135216927
literal,half_or_deterministic,5501,0.775,0.00509224482167439
literal,half_or_deterministic,5501,0.825,0.04291172316130351
