model,distribution,iteration,state,prob
prior,half_or_deterministic,5781,0.975,0.2409240924092409
prior,half_or_deterministic,5781,0.925,0.10001000100010002
prior,half_or_deterministic,5781,0.875,0.009100910091009098
prior,half_or_deterministic,5781,0.825,0.0318031803180318
prior,half_or_deterministic,5781,0.775,0.0318031803180318
prior,half_or_deterministic,5781,0.725,0.0409040904090409
prior,half_or_deterministic,5781,0.675,0.0409040904090409
prior,half_or_deterministic,5781,0.625,0.0727072707270727
prior,half_or_deterministic,5781,0.575,0.0318031803180318
prior,half_or_deterministic,5781,0.525,0.0954095409540954
prior,half_or_deterministic,5781,0.475,0.15001500150015
prior,half_or_deterministic,5781,0.425,0.04540454045404539
prior,half_or_deterministic,5781,0.375,0.009100910091009098
prior,half_or_deterministic,5781,0.325,0.013601360136013605
prior,half_or_deterministic,5781,0.275,0.009100910091009098
prior,half_or_deterministic,5781,0.225,0.013601360136013605
prior,half_or_deterministic,5781,0.175,0.0046004600460046
prior,half_or_deterministic,5781,0.125,0.0046004600460046
prior,half_or_deterministic,5781,0.075,0.0046004600460046
prior,half_or_deterministic,5781,0.025,0.05000500050005001
literal,half_or_deterministic,5781,0.025,0.001898978881076067
literal,half_or_deterministic,5781,0.075,0.0004891769597651939
literal,half_or_deterministic,5781,0.125,0.0008385890738831905
literal,half_or_deterministic,5781,0.175,0.001188001188001186
literal,half_or_deterministic,5781,0.225,0.004545395849743678
literal,half_or_deterministic,5781,0.275,0.0037326328886431144
literal,half_or_deterministic,5781,0.325,0.006611484872354437
literal,half_or_deterministic,5781,0.375,0.005115089514066496
literal,half_or_deterministic,5781,0.425,0.02896778344348673
literal,half_or_deterministic,5781,0.475,0.10710240889269015
literal,half_or_deterministic,5781,0.525,0.07536363546593726
literal,half_or_deterministic,5781,0.575,0.027536712958707847
literal,half_or_deterministic,5781,0.625,0.06847565926849816
literal,half_or_deterministic,5781,0.675,0.041630174622501986
literal,half_or_deterministic,5781,0.725,0.04473690407194243
literal,half_or_deterministic,5781,0.775,0.03719871750562287
literal,half_or_deterministic,5781,0.825,0.03961421864235163
literal,half_or_deterministic,5781,0.875,0.012027372641183379
literal,half_or_deterministic,5781,0.925,0.13976484564719857
literal,half_or_deterministic,5781,0.975,0.3531622176123457
pragmatic_unlifted,half_or_deterministic,5781,0.025,0.00006463667774137662
pragmatic_unlifted,half_or_deterministic,5781,0.075,0.000046608580940303226
pragmatic_unlifted,half_or_deterministic,5781,0.125,0.00013689018998987344
pragmatic_unlifted,half_or_deterministic,5781,0.175,0.0002744803039987461
pragmatic_unlifted,half_or_deterministic,5781,0.225,0.0013573977965270247
pragmatic_unlifted,half_or_deterministic,5781,0.275,0.0013659144472480266
pragmatic_unlifted,half_or_deterministic,5781,0.325,0.002862135083094912
pragmatic_unlifted,half_or_deterministic,5781,0.375,0.0025548094428589157
pragmatic_unlifted,half_or_deterministic,5781,0.425,0.01638313888664834
pragmatic_unlifted,half_or_deterministic,5781,0.475,0.06759681724316811
pragmatic_unlifted,half_or_deterministic,5781,0.525,0.0524637851075326
pragmatic_unlifted,half_or_deterministic,5781,0.575,0.020941924259312874
pragmatic_unlifted,half_or_deterministic,5781,0.625,0.05643700689482619
pragmatic_unlifted,half_or_deterministic,5781,0.675,0.03693160592777036
pragmatic_unlifted,half_or_deterministic,5781,0.725,0.04246849531663146
pragmatic_unlifted,half_or_deterministic,5781,0.775,0.03759380307029517
pragmatic_unlifted,half_or_deterministic,5781,0.825,0.042429623632854095
pragmatic_unlifted,half_or_deterministic,5781,0.875,0.01359816370915777
pragmatic_unlifted,half_or_deterministic,5781,0.925,0.16620468970047925
pragmatic_unlifted,half_or_deterministic,5781,0.975,0.43828807372892425
fixed_0.05,half_or_deterministic,5781,0.075,0.004842615012106536
fixed_0.05,half_or_deterministic,5781,0.125,0.004842615012106536
fixed_0.05,half_or_deterministic,5781,0.175,0.004842615012106536
fixed_0.05,half_or_deterministic,5781,0.225,0.014317296557532371
fixed_0.05,half_or_deterministic,5781,0.275,0.009579955784819448
fixed_0.05,half_or_deterministic,5781,0.325,0.014317296557532371
fixed_0.05,half_or_deterministic,5781,0.375,0.009579955784819448
fixed_0.05,half_or_deterministic,5781,0.425,0.04779450468470365
fixed_0.05,half_or_deterministic,5781,0.475,0.15791135909043055
fixed_0.05,half_or_deterministic,5781,0.525,0.10043162438151385
fixed_0.05,half_or_deterministic,5781,0.575,0.03347720812717127
