model,distribution,iteration,state,prob
prior,half_or_deterministic,4281,0.975,0.18638136186381354
prior,half_or_deterministic,4281,0.925,0.18638136186381354
prior,half_or_deterministic,4281,0.875,0.036396360363963584
prior,half_or_deterministic,4281,0.825,0.03179682031796819
prior,half_or_deterministic,4281,0.775,0.0181981801819818
prior,half_or_deterministic,4281,0.725,0.013598640135986407
prior,half_or_deterministic,4281,0.675,0.013598640135986407
prior,half_or_deterministic,4281,0.625,0.022697730226977297
prior,half_or_deterministic,4281,0.575,0.022697730226977297
prior,half_or_deterministic,4281,0.525,0.09089091090890906
prior,half_or_deterministic,4281,0.475,0.20457954204579537
prior,half_or_deterministic,4281,0.425,0.0635936406359364
prior,half_or_deterministic,4281,0.375,0.013598640135986407
prior,half_or_deterministic,4281,0.325,0.03179682031796819
prior,half_or_deterministic,4281,0.275,0.013598640135986407
prior,half_or_deterministic,4281,0.225,0.03179682031796819
prior,half_or_deterministic,4281,0.175,0.004599540045995401
prior,half_or_deterministic,4281,0.125,0.004599540045995401
prior,half_or_deterministic,4281,0.075,0.004599540045995401
prior,half_or_deterministic,4281,0.025,0.004599540045995401
literal,half_or_deterministic,4281,0.025,0.00017245826509984578
literal,half_or_deterministic,4281,0.075,0.0004828831422795678
literal,half_or_deterministic,4281,0.125,0.0008277996724792595
literal,half_or_deterministic,4281,0.175,0.0011727162026789514
literal,half_or_deterministic,4281,0.225,0.010491461066421934
literal,half_or_deterministic,4281,0.275,0.005506667386492469
literal,half_or_deterministic,4281,0.325,0.015260307005704622
literal,half_or_deterministic,4281,0.375,0.007546173825934133
literal,half_or_deterministic,4281,0.425,0.040058305889974624
literal,half_or_deterministic,4281,0.475,0.14420810163940317
literal,half_or_deterministic,4281,0.525,0.07088484586730012
literal,half_or_deterministic,4281,0.575,0.01940380427936441
literal,half_or_deterministic,4281,0.625,0.0211058923740455
literal,half_or_deterministic,4281,0.675,0.01366469314425912
literal,half_or_deterministic,4281,0.725,0.01468444636397993
literal,half_or_deterministic,4281,0.775,0.02101591414877601
literal,half_or_deterministic,4281,0.825,0.03910453670211807
literal,half_or_deterministic,4281,0.875,0.047490507297234044
literal,half_or_deterministic,4281,0.925,0.2571697649168901
literal,half_or_deterministic,4281,0.975,0.2697487208095643
pragmatic_unlifted,half_or_deterministic,4281,0.025,0.000005895434665903124
pragmatic_unlifted,half_or_deterministic,4281,0.075,0.00004620806728816686
pragmatic_unlifted,half_or_deterministic,4281,0.125,0.00013571591873637518
pragmatic_unlifted,half_or_deterministic,4281,0.175,0.0002721320040669629
pragmatic_unlifted,half_or_deterministic,4281,0.225,0.003146858128844304
pragmatic_unlifted,half_or_deterministic,4281,0.275,0.002024042325921179
pragmatic_unlifted,half_or_deterministic,4281,0.325,0.006635857186708233
pragmatic_unlifted,half_or_deterministic,4281,0.375,0.0037861529483524978
pragmatic_unlifted,half_or_deterministic,4281,0.425,0.022759735374770097
pragmatic_unlifted,half_or_deterministic,4281,0.475,0.09144066658908914
pragmatic_unlifted,half_or_deterministic,4281,0.525,0.04958005432298711
pragmatic_unlifted,half_or_deterministic,4281,0.575,0.014828028353991463
pragmatic_unlifted,half_or_deterministic,4281,0.625,0.01748085904190683
