model,distribution,iteration,state,prob
prior,half_or_deterministic,4371,0.975,0.19996000799840036
prior,half_or_deterministic,4371,0.925,0.07268546290741854
prior,half_or_deterministic,4371,0.875,0.01819636072785443
prior,half_or_deterministic,4371,0.825,0.06818636272745451
prior,half_or_deterministic,4371,0.775,0.049990001999600076
prior,half_or_deterministic,4371,0.725,0.03639272145570886
prior,half_or_deterministic,4371,0.675,0.0635872825434913
prior,half_or_deterministic,4371,0.625,0.09088182363527293
prior,half_or_deterministic,4371,0.575,0.03179364127174565
prior,half_or_deterministic,4371,0.525,0.03179364127174565
prior,half_or_deterministic,4371,0.475,0.15456908618276344
prior,half_or_deterministic,4371,0.425,0.040891821635672856
prior,half_or_deterministic,4371,0.375,0.013597280543891218
prior,half_or_deterministic,4371,0.325,0.027294541091781654
prior,half_or_deterministic,4371,0.275,0.009098180363927216
prior,half_or_deterministic,4371,0.225,0.027294541091781654
prior,half_or_deterministic,4371,0.175,0.004599080183963209
prior,half_or_deterministic,4371,0.125,0.004599080183963209
prior,half_or_deterministic,4371,0.075,0.004599080183963209
prior,half_or_deterministic,4371,0.025,0.049990001999600076
literal,half_or_deterministic,4371,0.025,0.001938107693667347
literal,half_or_deterministic,4371,0.075,0.0004992565418887084
literal,half_or_deterministic,4371,0.125,0.0008558683575235012
literal,half_or_deterministic,4371,0.175,0.0012124801731582928
literal,half_or_deterministic,4371,0.225,0.009312219846532873
literal,half_or_deterministic,4371,0.275,0.003809544482672541
literal,half_or_deterministic,4371,0.325,0.013545047049502365
literal,half_or_deterministic,4371,0.375,0.007802046331627273
literal,half_or_deterministic,4371,0.425,0.02663425116945415
literal,half_or_deterministic,4371,0.475,0.11266142498980548
literal,half_or_deterministic,4371,0.525,0.02563883905798664
literal,half_or_deterministic,4371,0.575,0.028104112044331494
literal,half_or_deterministic,4371,0.625,0.08738229871976358
literal,half_or_deterministic,4371,0.675,0.0660693160340425
literal,half_or_deterministic,4371,0.725,0.04063514114850711
literal,half_or_deterministic,4371,0.775,0.05969371696495435
literal,half_or_deterministic,4371,0.825,0.08670938772852224
literal,half_or_deterministic,4371,0.875,0.02455039777722305
literal,half_or_deterministic,4371,0.925,0.1037027159865976
literal,half_or_deterministic,4371,0.975,0.299243827902239
pragmatic_unlifted,half_or_deterministic,4371,0.025,0.0000671088732335712
pragmatic_unlifted,half_or_deterministic,4371,0.075,0.000048390694642303276
pragmatic_unlifted,half_or_deterministic,4371,0.125,0.00014212069510844484
pragmatic_unlifted,half_or_deterministic,4371,0.175,0.00028495707931118735
