model,distribution,iteration,state,prob
prior,half_or_deterministic,8791,0.975,0.2181345596321104
prior,half_or_deterministic,8791,0.925,0.14995501349595125
prior,half_or_deterministic,8791,0.875,0.040887733679896024
prior,half_or_deterministic,8791,0.825,0.027291812456263116
prior,half_or_deterministic,8791,0.775,0.018194541637508756
prior,half_or_deterministic,8791,0.725,0.013595921223632913
prior,half_or_deterministic,8791,0.675,0.04538638408477458
prior,half_or_deterministic,8791,0.625,0.06358092572228331
prior,half_or_deterministic,8791,0.575,0.049985004498650405
prior,half_or_deterministic,8791,0.525,0.05458362491252624
prior,half_or_deterministic,8791,0.475,0.23173048085574335
prior,half_or_deterministic,8791,0.425,0.040887733679896024
prior,half_or_deterministic,8791,0.375,0.004598620413875837
prior,half_or_deterministic,8791,0.325,0.004598620413875837
prior,half_or_deterministic,8791,0.275,0.013595921223632913
prior,half_or_deterministic,8791,0.225,0.004598620413875837
prior,half_or_deterministic,8791,0.175,0.004598620413875837
prior,half_or_deterministic,8791,0.125,0.004598620413875837
prior,half_or_deterministic,8791,0.075,0.004598620413875837
prior,half_or_deterministic,8791,0.025,0.004598620413875837
literal,half_or_deterministic,8791,0.025,0.00016598516525627378
literal,half_or_deterministic,8791,0.075,0.0004647584627175659
literal,half_or_deterministic,8791,0.125,0.0007967287932301131
literal,half_or_deterministic,8791,0.175,0.0011286991237426608
literal,half_or_deterministic,8791,0.225,0.0014606694542552098
literal,half_or_deterministic,8791,0.275,0.0052999784940959745
literal,half_or_deterministic,8791,0.325,0.0021246101152803034
literal,half_or_deterministic,8791,0.375,0.002456580445792851
literal,half_or_deterministic,8791,0.425,0.024793853641497998
literal,half_or_deterministic,8791,0.475,0.1572471288174784
literal,half_or_deterministic,8791,0.525,0.04097957227787938
literal,half_or_deterministic,8791,0.575,0.041135453998293985
literal,half_or_deterministic,8791,0.625,0.05691414814248168
literal,half_or_deterministic,8791,0.675,0.043903797884916
literal,half_or_deterministic,8791,0.725,0.014133275984255943
literal,half_or_deterministic,8791,0.775,0.02022709657305586
literal,half_or_deterministic,8791,0.825,0.03231081660371256
literal,half_or_deterministic,8791,0.875,0.0513586968288173
literal,half_or_deterministic,8791,0.925,0.19918219830752865
literal,half_or_deterministic,8791,0.975,0.30391595088571133
pragmatic_unlifted,half_or_deterministic,8791,0.025,0.000005601386979102801
pragmatic_unlifted,half_or_deterministic,8791,0.075,0.000043904184109697016
pragmatic_unlifted,half_or_deterministic,8791,0.125,0.00012895478480316427
pragmatic_unlifted,half_or_deterministic,8791,0.175,0.00025859170103672814
pragmatic_unlifted,half_or_deterministic,8791,0.225,0.00043259431861104826
pragmatic_unlifted,half_or_deterministic,8791,0.275,0.0019237122546644047
pragmatic_unlifted,half_or_deterministic,8791,0.325,0.0009124422336954386
pragmatic_unlifted,half_or_deterministic,8791,0.375,0.001217478381527566
