model,distribution,iteration,state,prob
prior,half_or_deterministic,4881,0.975,0.21355728854229156
prior,half_or_deterministic,4881,0.925,0.09998000399920016
prior,half_or_deterministic,4881,0.875,0.05458908218356329
prior,half_or_deterministic,4881,0.825,0.04539092181563688
prior,half_or_deterministic,4881,0.775,0.01819636072785443
prior,half_or_deterministic,4881,0.725,0.02269546090781844
prior,half_or_deterministic,4881,0.675,0.05458908218356329
prior,half_or_deterministic,4881,0.625,0.05458908218356329
prior,half_or_deterministic,4881,0.575,0.04539092181563688
prior,half_or_deterministic,4881,0.525,0.049990001999600076
prior,half_or_deterministic,4881,0.475,0.14997000599880023
prior,half_or_deterministic,4881,0.425,0.049990001999600076
prior,half_or_deterministic,4881,0.375,0.01819636072785443
prior,half_or_deterministic,4881,0.325,0.040891821635672856
prior,half_or_deterministic,4881,0.275,0.02269546090781844
prior,half_or_deterministic,4881,0.225,0.040891821635672856
prior,half_or_deterministic,4881,0.175,0.004599080183963209
prior,half_or_deterministic,4881,0.125,0.004599080183963209
prior,half_or_deterministic,4881,0.075,0.004599080183963209
prior,half_or_deterministic,4881,0.025,0.004599080183963209
literal,half_or_deterministic,4881,0.025,0.00017325956995468118
literal,half_or_deterministic,4881,0.075,0.0004851267958731069
literal,half_or_deterministic,4881,0.125,0.0008316459357824693
literal,half_or_deterministic,4881,0.175,0.001178165075691832
literal,half_or_deterministic,4881,0.225,0.013556431395236714
literal,half_or_deterministic,4881,0.275,0.009233981776106445
literal,half_or_deterministic,4881,0.325,0.01971844566579885
literal,half_or_deterministic,4881,0.375,0.010145477774563679
literal,half_or_deterministic,4881,0.425,0.03163870407868091
literal,half_or_deterministic,4881,0.475,0.10621564940700018
literal,half_or_deterministic,4881,0.525,0.039171728859319244
literal,half_or_deterministic,4881,0.575,0.03898792305467171
literal,half_or_deterministic,4881,0.625,0.0510015909748337
literal,half_or_deterministic,4881,0.675,0.0551146225050622
literal,half_or_deterministic,4881,0.725,0.024623951402950553
literal,half_or_deterministic,4881,0.775,0.021113561855173088
literal,half_or_deterministic,4881,0.825,0.056087889306720644
literal,half_or_deterministic,4881,0.875,0.07156674862597626
literal,half_or_deterministic,4881,0.925,0.13860765596374505
literal,half_or_deterministic,4881,0.975,0.3105474399768587
pragmatic_unlifted,half_or_deterministic,4881,0.025,0.000005951682486865875
pragmatic_unlifted,half_or_deterministic,4881,0.075,0.00004664881777520247
pragmatic_unlifted,half_or_deterministic,4881,0.125,0.0001370096695018735
pragmatic_unlifted,half_or_deterministic,4881,0.175,0.0002747238565029047
pragmatic_unlifted,half_or_deterministic,4881,0.225,0.004085875947252018
pragmatic_unlifted,half_or_deterministic,4881,0.275,0.0034104539270314576
pragmatic_unlifted,half_or_deterministic,4881,0.325,0.008615717571392697
pragmatic_unlifted,half_or_deterministic,4881,0.375,0.005114700804117377
pragmatic_unlifted,half_or_deterministic,4881,0.425,0.018061751177400106
pragmatic_unlifted,half_or_deterministic,4881,0.475,0.06766962037202529
pragmatic_unlifted,half_or_deterministic,4881,0.525,0.027527682213010912
pragmatic_unlifted,half_or_deterministic,4881,0.575,0.029933436716359115
pragmatic_unlifted,half_or_deterministic,4881,0.625,0.042438327717013065
pragmatic_unlifted,half_or_deterministic,4881,0.675,0.04936626363154367
pragmatic_unlifted,half_or_deterministic,4881,0.725,0.02360264430356735
pragmatic_unlifted,half_or_deterministic,4881,0.775,0.02154676434278098
pragmatic_unlifted,half_or_deterministic,4881,0.825,0.060666853619178056
pragmatic_unlifted,half_or_deterministic,4881,0.875,0.08171819843309955
pragmatic_unlifted,half_or_deterministic,4881,0.925,0.16648145995186642
pragmatic_unlifted,half_or_deterministic,4881,0.975,0.3892959152460949
fixed_0.05,half_or_deterministic,4881,0.075,0.004620329449578146
fixed_0.05,half_or_deterministic,4881,0.125,0.004620329449578146
fixed_0.05,half_or_deterministic,4881,0.175,0.004620329449578146
fixed_0.05,half_or_deterministic,4881,0.225,0.041080755323423056
fixed_0.05,half_or_deterministic,4881,0.275,0.022800321414222585
fixed_0.05,half_or_deterministic,4881,0.325,0.041080755323423056
fixed_0.05,half_or_deterministic,4881,0.375,0.018280433909200484
fixed_0.05,half_or_deterministic,4881,0.425,0.0502209722780233
fixed_0.05,half_or_deterministic,4881,0.475,0.15066291683406982
fixed_0.05,half_or_deterministic,4881,0.525,0.0502209722780233
fixed_0.05,half_or_deterministic,4881,0.575,0.04560064282844517
fixed_0.05,half_or_deterministic,4881,0.625,0.054841301727601446
fixed_0.05,half_or_deterministic,4881,0.675,0.054841301727601446
fixed_0.05,half_or_deterministic,4881,0.725,0.022800321414222585
fixed_0.05,half_or_deterministic,4881,0.775,0.018280433909200484
fixed_0.05,half_or_deterministic,4881,0.825,0.04560064282844517
fixed_0.05,half_or_deterministic,4881,0.875,0.054841301727601446
fixed_0.05,half_or_deterministic,4881,0.925,0.10044194455604662
fixed_0.05,half_or_deterministic,4881,0.975,0.21454399357171552
fixed_0.1,half_or_deterministic,4881,0.125,0.004641775983854695
fixed_0.1,half_or_deterministic,4881,0.175,0.004641775983854695
fixed_0.1,half_or_deterministic,4881,0.225,0.041271442986881936
fixed_0.1,half_or_deterministic,4881,0.275,0.022906155398587293
fixed_0.1,half_or_deterministic,4881,0.325,0.041271442986881936
fixed_0.1,half_or_deterministic,4881,0.375,0.018365287588294657
fixed_0.1,half_or_deterministic,4881,0.425,0.050454086781029264
fixed_0.1,half_or_deterministic,4881,0.475,0.15136226034308775
fixed_0.1,half_or_deterministic,4881,0.525,0.050454086781029264
fixed_0.1,half_or_deterministic,4881,0.575,0.045812310797174585
fixed_0.1,half_or_deterministic,4881,0.625,0.05509586276488396
fixed_0.1,half_or_deterministic,4881,0.675,0.05509586276488396
fixed_0.1,half_or_deterministic,4881,0.725,0.022906155398587293
fixed_0.1,half_or_deterministic,4881,0.775,0.018365287588294657
fixed_0.1,half_or_deterministic,4881,0.825,0.045812310797174585
fixed_0.1,half_or_deterministic,4881,0.875,0.05509586276488396
fixed_0.1,half_or_deterministic,4881,0.925,0.10090817356205854
fixed_0.1,half_or_deterministic,4881,0.975,0.215539858728557
fixed_0.3,half_or_deterministic,4881,0.325,0.04454367240252667
fixed_0.3,half_or_deterministic,4881,0.375,0.019821389675451974
fixed_0.3,half_or_deterministic,4881,0.425,0.05445436724025266
fixed_0.3,half_or_deterministic,4881,0.475,0.16336310172075796
fixed_0.3,half_or_deterministic,4881,0.525,0.05445436724025266
fixed_0.3,half_or_deterministic,4881,0.575,0.04944456545414943
fixed_0.3,half_or_deterministic,4881,0.625,0.05946416902635591
fixed_0.3,half_or_deterministic,4881,0.675,0.05946416902635591
fixed_0.3,half_or_deterministic,4881,0.725,0.02472228272707471
fixed_0.3,half_or_deterministic,4881,0.775,0.019821389675451974
fixed_0.3,half_or_deterministic,4881,0.825,0.04944456545414943
fixed_0.3,half_or_deterministic,4881,0.875,0.05946416902635591
fixed_0.3,half_or_deterministic,4881,0.925,0.10890873448050534
fixed_0.3,half_or_deterministic,4881,0.975,0.2326290568503594
prior,rare_deterministic,4881,0.975,0.13640000000000002
prior,rare_deterministic,4881,0.925,0.11359999999999999
prior,rare_deterministic,4881,0.875,0.09090000000000001
prior,rare_deterministic,4881,0.825,0.013600000000000004
prior,rare_deterministic,4881,0.775,0.022700000000000005
prior,rare_deterministic,4881,0.725,0.0318
prior,rare_deterministic,4881,0.675,0.009099999999999997
prior,rare_deterministic,4881,0.625,0.013600000000000004
prior,rare_deterministic,4881,0.575,0.004600000000000001
prior,rare_deterministic,4881,0.525,0.0273
prior,rare_deterministic,4881,0.475,0.15910000000000002
prior,rare_deterministic,4881,0.425,0.009099999999999997
prior,rare_deterministic,4881,0.375,0.018199999999999997
prior,rare_deterministic,4881,0.325,0.009099999999999997
prior,rare_deterministic,4881,0.275,0.018199999999999997
prior,rare_deterministic,4881,0.225,0.009099999999999997
prior,rare_deterministic,4881,0.175,0.0273
prior,rare_deterministic,4881,0.125,0.009099999999999997
prior,rare_deterministic,4881,0.075,0.06360000000000002
prior,rare_deterministic,4881,0.025,0.21360000000000004
literal,rare_deterministic,4881,0.025,0.010495674956415431
literal,rare_deterministic,4881,0.075,0.00875032676141601
literal,rare_deterministic,4881,0.125,0.0021463065641209077
literal,rare_deterministic,4881,0.175,0.009121802897513857
literal,rare_deterministic,4881,0.225,0.003934895367555
literal,rare_deterministic,4881,0.275,0.009658379538544083
literal,rare_deterministic,4881,0.325,0.005723484170989087
literal,rare_deterministic,4881,0.375,0.013235557145412264
literal,rare_deterministic,4881,0.425,0.007512072974423171
literal,rare_deterministic,4881,0.475,0.1469728625872427
literal,rare_deterministic,4881,0.525,0.02790198533357184
literal,rare_deterministic,4881,0.575,0.005153494332532069
literal,rare_deterministic,4881,0.625,0.0165729459236882
